league,matchid,inningsno,bowlingteam,bowlername,overs,maidens,runsconceded,wickets,econ
224,3763,1,OIS TIGERS (ISDT 8.0),Nishant Shah,3.0,0.0,25.0,1.0,8.33
224,3763,1,OIS TIGERS (ISDT 8.0),Abhishek Dutt,3.0,0.0,22.0,0.0,7.33
224,3763,1,OIS TIGERS (ISDT 8.0),Sahil Shah,4.0,0.0,26.0,1.0,6.5
224,3763,1,OIS TIGERS (ISDT 8.0),Nimit Parikh,2.0,0.0,17.0,0.0,8.5
224,3763,1,OIS TIGERS (ISDT 8.0),Ajit Virwani,4.0,0.0,49.0,1.0,12.25
224,3763,1,OIS TIGERS (ISDT 8.0),Arun Madhu,1.0,0.0,13.0,0.0,13.0
224,3763,1,OIS TIGERS (ISDT 8.0),Vikram Panjwani,3.0,0.0,36.0,1.0,12.0
224,3763,2,PETIT PANTHERS (ISDT 8.0),Sachin Deshpande,4.0,0.0,35.0,1.0,8.75
224,3763,2,PETIT PANTHERS (ISDT 8.0),Sachin Jadhavar,4.0,0.0,30.0,2.0,7.5
224,3763,2,PETIT PANTHERS (ISDT 8.0),Rohan Vyavaharkar,1.0,0.0,13.0,0.0,13.0
224,3763,2,PETIT PANTHERS (ISDT 8.0),Kashif Shaikh,4.0,0.0,33.0,2.0,8.25
224,3763,2,PETIT PANTHERS (ISDT 8.0),Munawar Mansuri,4.0,0.0,41.0,1.0,10.25
224,3763,2,PETIT PANTHERS (ISDT 8.0),Harshraj Alaspure,2.0,0.0,29.0,0.0,14.5
224,3763,2,PETIT PANTHERS (ISDT 8.0),Shakir Shandiwan,0.1,0.0,4.0,0.0,24.0
224,3768,1,UTPAL WARRIORS (ISDT 8.0),Pratik Desai,2.0,0.0,11.0,1.0,5.5
224,3768,1,UTPAL WARRIORS (ISDT 8.0),Deven Dhruva,4.0,1.0,26.0,2.0,6.5
224,3768,1,UTPAL WARRIORS (ISDT 8.0),Shailesh Maniya,2.0,0.0,13.0,0.0,6.5
224,3768,1,UTPAL WARRIORS (ISDT 8.0),Asgar Khan,4.0,0.0,5.0,3.0,1.25
224,3768,1,UTPAL WARRIORS (ISDT 8.0),Gautam Sheth,4.0,0.0,30.0,0.0,7.5
224,3768,1,UTPAL WARRIORS (ISDT 8.0),Rushabh Shah,3.0,0.0,15.0,1.0,5.0
224,3768,1,UTPAL WARRIORS (ISDT 8.0),Miraj Vora,1.0,0.0,17.0,0.0,17.0
224,3768,2,SCOTTISH STARS (ISDT 8.0),Justin .,1.0,0.0,18.0,0.0,18.0
224,3768,2,SCOTTISH STARS (ISDT 8.0),Shashank .,1.0,0.0,19.0,0.0,19.0
224,3768,2,SCOTTISH STARS (ISDT 8.0),Mayur .,2.0,0.0,19.0,0.0,9.5
224,3768,2,SCOTTISH STARS (ISDT 8.0),Prateek .,2.0,0.0,23.0,1.0,11.5
224,3768,2,SCOTTISH STARS (ISDT 8.0),Prerak .,1.0,0.0,12.0,0.0,12.0
224,3768,2,SCOTTISH STARS (ISDT 8.0),Nikhil .,1.0,0.0,13.0,1.0,13.0
224,3768,2,SCOTTISH STARS (ISDT 8.0),Charles Sam,1.0,0.0,9.0,0.0,9.0
224,3772,1,JBCN AVENGERS (ISDT 8.0),Rayed Merchant,4.0,0.0,23.0,2.0,5.75
224,3772,1,JBCN AVENGERS (ISDT 8.0),Vaseem Lashkaria,4.0,0.0,23.0,1.0,5.75
224,3772,1,JBCN AVENGERS (ISDT 8.0),Sadiq Lashkaria,4.0,0.0,35.0,1.0,8.75
224,3772,1,JBCN AVENGERS (ISDT 8.0),Kartik Kapoor,4.0,1.0,23.0,0.0,5.75
224,3772,1,JBCN AVENGERS (ISDT 8.0),Vineet Kakani,4.0,0.0,31.0,2.0,7.75
224,3772,2,NIS LAKERS (ISDT 8.0),Jitendra Singh,3.0,0.0,24.0,1.0,8.0
224,3772,2,NIS LAKERS (ISDT 8.0),Girish .,4.0,1.0,16.0,2.0,4.0
224,3772,2,NIS LAKERS (ISDT 8.0),Vibhu Manya,4.0,0.0,25.0,2.0,6.25
224,3772,2,NIS LAKERS (ISDT 8.0),Kamaldeep Singh Bhatia,1.0,0.0,5.0,0.0,5.0
224,3772,2,NIS LAKERS (ISDT 8.0),Amol Saxena,4.0,1.0,32.0,3.0,8.0
224,3772,2,NIS LAKERS (ISDT 8.0),Dhiraj Sharma,1.0,0.0,10.0,0.0,10.0
224,3772,2,NIS LAKERS (ISDT 8.0),Jalpan Shah,3.0,0.0,23.0,1.0,7.67
224,3816,1,JNS SUPREMOS (ISDT 8.0),Pradeep Tewani,4.0,1.0,32.0,1.0,8.0
224,3816,1,JNS SUPREMOS (ISDT 8.0),Aditya Jain,3.0,0.0,33.0,0.0,11.0
224,3816,1,JNS SUPREMOS (ISDT 8.0),Varun Sood,4.0,0.0,22.0,1.0,5.5
224,3816,1,JNS SUPREMOS (ISDT 8.0),Abhishek Pingley,4.0,0.0,33.0,1.0,8.25
224,3816,1,JNS SUPREMOS (ISDT 8.0),Pritesh Magodia,1.0,0.0,16.0,0.0,16.0
224,3816,1,JNS SUPREMOS (ISDT 8.0),Rahul Agarwal,1.0,0.0,17.0,0.0,17.0
224,3816,1,JNS SUPREMOS (ISDT 8.0),Kanav Hingorani,3.0,0.0,18.0,0.0,6.0
224,3816,2,BD ROYALS (ISDT 8.0),Rishabh Shah,4.0,0.0,21.0,1.0,5.25
224,3816,2,BD ROYALS (ISDT 8.0),Suchit Shah,4.0,0.0,29.0,1.0,7.25
224,3816,2,BD ROYALS (ISDT 8.0),Himanshu Ranka,4.0,0.0,34.0,1.0,8.5
224,3816,2,BD ROYALS (ISDT 8.0),Rajiv Hingoo,4.0,0.0,30.0,1.0,7.5
