league,matchid,inningsno,bowlingteam,bowlername,overs,maidens,runsconceded,wickets,econ
224,3979,1,USG GLADDIATORS (ISDT 8.0),Alok Modi,3.0,0.0,23.0,1.0,7.67
224,3979,1,USG GLADDIATORS (ISDT 8.0),Anand Bachawat,1.0,0.0,10.0,0.0,10.0
224,3979,1,USG GLADDIATORS (ISDT 8.0),Vipin Jain,2.0,0.0,21.0,0.0,10.5
224,3979,1,USG GLADDIATORS (ISDT 8.0),Vinay Malpani,2.0,0.0,19.0,1.0,9.5
224,3979,2,PODAR PHANTOMS (ISDT 8.0),Raviraj Shetty,4.0,0.0,18.0,2.0,4.5
224,3979,2,PODAR PHANTOMS (ISDT 8.0),Jay Samant,4.0,0.0,17.0,1.0,4.25
224,3979,2,PODAR PHANTOMS (ISDT 8.0),Viren Shah,4.0,0.0,26.0,3.0,6.5
224,3979,2,PODAR PHANTOMS (ISDT 8.0),Paresh Shah,4.0,0.0,35.0,2.0,8.75
224,3979,2,PODAR PHANTOMS (ISDT 8.0),Abhishek Singh,1.0,0.0,10.0,0.0,10.0
224,3979,2,PODAR PHANTOMS (ISDT 8.0),Jayan Shah,2.0,0.0,24.0,0.0,12.0
224,3979,2,PODAR PHANTOMS (ISDT 8.0),Mahesh Sadhwani,1.0,0.0,15.0,0.0,15.0
224,3980,1,AVM YODDHAS (ISDT 8.0),Saurabh Mehta,4.0,0.0,27.0,1.0,6.75
224,3980,1,AVM YODDHAS (ISDT 8.0),Manavendra Mishra,4.0,0.0,32.0,0.0,8.0
224,3980,1,AVM YODDHAS (ISDT 8.0),Sachin Matani,3.0,0.0,32.0,0.0,10.67
224,3980,1,AVM YODDHAS (ISDT 8.0),Vishal Pandey,4.0,0.0,27.0,1.0,6.75
224,3980,1,AVM YODDHAS (ISDT 8.0),Rishi Mapara,3.0,0.0,26.0,2.0,8.67
224,3980,1,AVM YODDHAS (ISDT 8.0),Sivanandan Konar,2.0,0.0,16.0,1.0,8.0
224,3980,2,UTPAL WARRIORS (ISDT 8.0),Shailesh Maniya,4.0,0.0,18.0,0.0,4.5
224,3980,2,UTPAL WARRIORS (ISDT 8.0),Deven Dhruva,4.0,0.0,21.0,2.0,5.25
224,3980,2,UTPAL WARRIORS (ISDT 8.0),Abhishek Sunny,3.0,0.0,49.0,0.0,16.33
224,3980,2,UTPAL WARRIORS (ISDT 8.0),Pratik Desai,4.0,0.0,27.0,2.0,6.75
224,3980,2,UTPAL WARRIORS (ISDT 8.0),Siddharth Kadam,1.0,0.0,17.0,0.0,17.0
224,3980,2,UTPAL WARRIORS (ISDT 8.0),Gautam Sheth,2.0,0.0,30.0,0.0,15.0
224,3980,2,UTPAL WARRIORS (ISDT 8.0),Miraj Vora,0.2,0.0,5.0,0.0,15.0
200,3479,1,SPORTSTERS (SMDL 2.0),Rishikesh Shah,3.0,0.0,30.0,0.0,10.0
200,3479,1,SPORTSTERS (SMDL 2.0),Hitesh Bhayani,4.0,0.0,25.0,0.0,6.25
200,3479,1,SPORTSTERS (SMDL 2.0),Jitendra Singh,4.0,0.0,48.0,2.0,12.0
200,3479,1,SPORTSTERS (SMDL 2.0),Suchit Shah,2.0,0.0,31.0,0.0,15.5
200,3479,1,SPORTSTERS (SMDL 2.0),Nikhil Khandelwal,4.0,0.0,47.0,2.0,11.75
200,3479,1,SPORTSTERS (SMDL 2.0),Umesh Mehra,3.0,0.0,23.0,0.0,7.67
200,3479,2,ANTIQUE FRIENDS (SMDL 2.0),Akshay Borkar,4.0,0.0,33.0,1.0,8.25
200,3479,2,ANTIQUE FRIENDS (SMDL 2.0),Hitesh Khilnani,2.0,0.0,15.0,0.0,7.5
200,3479,2,ANTIQUE FRIENDS (SMDL 2.0),Pramod Chandan,4.0,0.0,34.0,0.0,8.5
200,3479,2,ANTIQUE FRIENDS (SMDL 2.0),Mahesh Biyani,4.0,0.0,42.0,2.0,10.5
200,3479,2,ANTIQUE FRIENDS (SMDL 2.0),Prashant Panchal,2.0,0.0,19.0,1.0,9.5
200,3479,2,ANTIQUE FRIENDS (SMDL 2.0),Sachin Jadhavar,4.0,0.0,44.0,2.0,11.0
200,3487,1,INDIANA PAINTS TEAM (SMDL 2.0),Shamin Karbhari,3.0,0.0,10.0,2.0,3.33
200,3487,1,INDIANA PAINTS TEAM (SMDL 2.0),Amol Saraf,4.0,0.0,14.0,3.0,3.5
200,3487,1,INDIANA PAINTS TEAM (SMDL 2.0),Jasneet Singh Bindra,4.0,0.0,24.0,2.0,6.0
200,3487,1,INDIANA PAINTS TEAM (SMDL 2.0),Gautam Parolia,2.2,0.0,23.0,1.0,9.86
200,3487,1,INDIANA PAINTS TEAM (SMDL 2.0),Arun Madhu,2.0,0.0,18.0,0.0,9.0
200,3487,1,INDIANA PAINTS TEAM (SMDL 2.0),Shamit Desai,2.0,0.0,16.0,1.0,8.0
200,3487,2,SPORTSTERS (SMDL 2.0),Rishikesh Shah,2.0,0.0,16.0,1.0,8.0
200,3487,2,SPORTSTERS (SMDL 2.0),Jitendra Singh,1.0,0.0,12.0,0.0,12.0
200,3487,2,SPORTSTERS (SMDL 2.0),Mehul Shah,1.0,0.0,9.0,0.0,9.0
200,3487,2,SPORTSTERS (SMDL 2.0),Umesh Mehra,1.0,0.0,12.0,0.0,12.0
200,3487,2,SPORTSTERS (SMDL 2.0),Partho Bakshi,1.0,0.0,15.0,0.0,15.0
200,3487,2,SPORTSTERS (SMDL 2.0),Jeetinder Diwan,2.0,0.0,11.0,0.0,5.5
200,3487,2,SPORTSTERS (SMDL 2.0),Nikhil Khandelwal,1.0,0.0,12.0,1.0,12.0
200,3487,2,SPORTSTERS (SMDL 2.0),Sumeet Gupta,0.5,0.0,19.0,0.0,22.8
200,3488,1,ANTIQUE FRIENDS (SMDL 2.0),Akshay Borkar,2.0,0.0,27.0,0.0,13.5
200,3488,1,ANTIQUE FRIENDS (SMDL 2.0),Pramod Chandan,2.0,0.0,24.0,0.0,12.0
200,3488,1,ANTIQUE FRIENDS (SMDL 2.0),Sachin Jadhavar,3.0,0.0,29.0,1.0,9.67
200,3488,1,ANTIQUE FRIENDS (SMDL 2.0),Nishant Patankar,4.0,0.0,24.0,0.0,6.0
200,3488,1,ANTIQUE FRIENDS (SMDL 2.0),Mahesh Biyani,3.0,0.0,20.0,1.0,6.67
200,3488,1,ANTIQUE FRIENDS (SMDL 2.0),Prashant Panchal,2.0,0.0,18.0,1.0,9.0
200,3488,1,ANTIQUE FRIENDS (SMDL 2.0),Manindra Singh,4.0,0.0,35.0,2.0,8.75
200,3488,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Deven Dhruva,4.0,0.0,23.0,2.0,5.75
200,3488,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Sahil Shah,3.0,0.0,36.0,0.0,12.0
200,3488,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Shakti Kapoor,2.0,0.0,16.0,1.0,8.0
200,3488,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Shushrut Nasnodkar,4.0,0.0,31.0,1.0,7.75
200,3488,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Abhishek Singh,3.0,0.0,23.0,2.0,7.67
200,3488,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Jay Samant,1.0,0.0,17.0,0.0,17.0
200,3488,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Tripoorraj Dhavale,1.0,0.0,7.0,0.0,7.0
200,3488,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Aditya Jain,2.0,0.0,11.0,1.0,5.5
200,3496,1,GIANTS CRICKET CLUB (SMDL 2.0),Sunil Punjabi,3.0,0.0,28.0,1.0,9.33
200,3496,1,GIANTS CRICKET CLUB (SMDL 2.0),Divya Mehta,4.0,0.0,47.0,2.0,11.75
200,3496,1,GIANTS CRICKET CLUB (SMDL 2.0),Siddharth Gopalkrishnan,3.0,0.0,38.0,0.0,12.67
200,3496,1,GIANTS CRICKET CLUB (SMDL 2.0),Harsh Shah,3.0,0.0,22.0,1.0,7.33
200,3496,1,GIANTS CRICKET CLUB (SMDL 2.0),Vibhu Manya,4.0,0.0,31.0,1.0,7.75
200,3496,1,GIANTS CRICKET CLUB (SMDL 2.0),Parag Raj,2.0,0.0,16.0,1.0,8.0
200,3496,1,GIANTS CRICKET CLUB (SMDL 2.0),Mitul Patel,1.0,0.0,13.0,1.0,13.0
200,3496,2,SAGE ROYALS (SMDL 2.0),Jimish Shah,2.0,0.0,15.0,0.0,7.5
200,3496,2,SAGE ROYALS (SMDL 2.0),Vinod Lund,3.0,0.0,31.0,1.0,10.33
200,3496,2,SAGE ROYALS (SMDL 2.0),Akshesh Trivedi,4.0,0.0,30.0,1.0,7.5
200,3496,2,SAGE ROYALS (SMDL 2.0),Karan Sharma,3.0,0.0,25.0,1.0,8.33
200,3496,2,SAGE ROYALS (SMDL 2.0),Jay Pandya,3.0,0.0,29.0,0.0,9.67
200,3496,2,SAGE ROYALS (SMDL 2.0),Varun Saboo,4.0,0.0,29.0,1.0,7.25
200,3496,2,SAGE ROYALS (SMDL 2.0),Keyur Gandhi,1.0,0.0,9.0,1.0,9.0
200,3497,1,ANIMAL (SMDL 2.0),Rishi Mapara,4.0,0.0,36.0,1.0,9.0
200,3497,1,ANIMAL (SMDL 2.0),Kaustubh Gupte,3.0,0.0,16.0,1.0,5.33
200,3497,1,ANIMAL (SMDL 2.0),Manavendra Mishra,4.0,0.0,28.0,5.0,7.0
200,3497,1,ANIMAL (SMDL 2.0),Rahul Sharma,2.0,0.0,28.0,0.0,14.0
200,3497,1,ANIMAL (SMDL 2.0),Amit Manubarwala,2.0,0.0,22.0,1.0,11.0
200,3497,1,ANIMAL (SMDL 2.0),Jayesh Chawla,2.5,0.0,28.0,2.0,9.88
200,3497,1,ANIMAL (SMDL 2.0),Sivanandan Konar,1.0,0.0,14.0,0.0,14.0
200,3497,2,ANONYMOUS TITANS (SMDL 2.0),Aakash Desai,3.0,0.0,37.0,1.0,12.33
200,3497,2,ANONYMOUS TITANS (SMDL 2.0),Kaushal Trivedi,4.0,0.0,38.0,2.0,9.5
200,3497,2,ANONYMOUS TITANS (SMDL 2.0),Harshal Shah,2.0,0.0,22.0,1.0,11.0
200,3497,2,ANONYMOUS TITANS (SMDL 2.0),Rajiv Hingoo,3.0,0.0,26.0,0.0,8.67
200,3497,2,ANONYMOUS TITANS (SMDL 2.0),Abhimanyu Khanna,4.0,0.0,31.0,0.0,7.75
200,3497,2,ANONYMOUS TITANS (SMDL 2.0),Vishal Pandey,1.0,0.0,11.0,0.0,11.0
200,3497,2,ANONYMOUS TITANS (SMDL 2.0),Sanjeev Sularia,0.5,0.0,13.0,0.0,15.6
200,3500,1,INDIANA PAINTS TEAM (SMDL 2.0),Shamin Karbhari,3.0,0.0,19.0,1.0,6.33
200,3500,1,INDIANA PAINTS TEAM (SMDL 2.0),Amol Saraf,4.0,0.0,38.0,1.0,9.5
200,3500,1,INDIANA PAINTS TEAM (SMDL 2.0),Karan Khushalani,3.0,0.0,28.0,0.0,9.33
200,3500,1,INDIANA PAINTS TEAM (SMDL 2.0),Arun Madhu,4.0,0.0,27.0,2.0,6.75
200,3500,1,INDIANA PAINTS TEAM (SMDL 2.0),Vikas Linga,3.0,0.0,26.0,0.0,8.67
200,3500,1,INDIANA PAINTS TEAM (SMDL 2.0),Harshwardhan Deshpande,1.0,0.0,11.0,0.0,11.0
200,3500,1,INDIANA PAINTS TEAM (SMDL 2.0),Jasneet Singh Bindra,2.0,0.0,22.0,0.0,11.0
200,3500,2,ANTIQUE FRIENDS (SMDL 2.0),Manindra Singh,4.0,0.0,14.0,3.0,3.5
200,3500,2,ANTIQUE FRIENDS (SMDL 2.0),Nishant Patankar,4.0,0.0,32.0,1.0,8.0
200,3500,2,ANTIQUE FRIENDS (SMDL 2.0),Chinmay Ghate,1.0,0.0,10.0,0.0,10.0
200,3500,2,ANTIQUE FRIENDS (SMDL 2.0),Mahesh Biyani,2.0,0.0,28.0,0.0,14.0
200,3500,2,ANTIQUE FRIENDS (SMDL 2.0),Sachin Jadhavar,3.0,0.0,23.0,3.0,7.67
200,3500,2,ANTIQUE FRIENDS (SMDL 2.0),Ashwin Pathak,3.0,0.0,22.0,1.0,7.33
200,3500,2,ANTIQUE FRIENDS (SMDL 2.0),Hitesh Khilnani,1.1,0.0,13.0,1.0,11.14
200,3500,2,ANTIQUE FRIENDS (SMDL 2.0),Pramod Chandan,1.0,0.0,18.0,0.0,18.0
200,3501,1,ANONYMOUS TITANS (SMDL 2.0),Aakash Desai,2.0,0.0,27.0,0.0,13.5
200,3501,1,ANONYMOUS TITANS (SMDL 2.0),Kaushal Trivedi,3.0,0.0,41.0,0.0,13.67
200,3501,1,ANONYMOUS TITANS (SMDL 2.0),Vishal Pandey,4.0,0.0,27.0,1.0,6.75
200,3501,1,ANONYMOUS TITANS (SMDL 2.0),Rajiv Hingoo,3.0,0.0,24.0,1.0,8.0
200,3501,1,ANONYMOUS TITANS (SMDL 2.0),Abhimanyu Khanna,4.0,0.0,46.0,1.0,11.5
200,3501,1,ANONYMOUS TITANS (SMDL 2.0),Prateek Garg,2.0,0.0,18.0,1.0,9.0
200,3501,1,ANONYMOUS TITANS (SMDL 2.0),Sanjeev Sularia,2.0,0.0,20.0,0.0,10.0
200,3501,2,SAGE ROYALS (SMDL 2.0),Jimish Shah,3.0,1.0,18.0,1.0,6.0
200,3501,2,SAGE ROYALS (SMDL 2.0),Vinod Lund,1.0,0.0,17.0,0.0,17.0
200,3501,2,SAGE ROYALS (SMDL 2.0),Akshesh Trivedi,3.0,0.0,29.0,4.0,9.67
200,3501,2,SAGE ROYALS (SMDL 2.0),Piyushkumar Patel,2.0,0.0,29.0,0.0,14.5
200,3501,2,SAGE ROYALS (SMDL 2.0),Jay Pandya,3.0,0.0,22.0,1.0,7.33
200,3501,2,SAGE ROYALS (SMDL 2.0),Karan Sharma,4.0,0.0,27.0,2.0,6.75
200,3501,2,SAGE ROYALS (SMDL 2.0),Varun Saboo,3.0,0.0,19.0,1.0,6.33
200,3501,2,SAGE ROYALS (SMDL 2.0),Dhawal Shah,1.0,0.0,15.0,0.0,15.0
200,3513,1,ANONYMOUS TITANS (SMDL 2.0),Vishal Pandey,3.0,0.0,49.0,0.0,16.33
200,3513,1,ANONYMOUS TITANS (SMDL 2.0),Prateek Garg,4.0,0.0,30.0,0.0,7.5
200,3513,1,ANONYMOUS TITANS (SMDL 2.0),Harshal Shah,3.0,0.0,28.0,0.0,9.33
200,3513,1,ANONYMOUS TITANS (SMDL 2.0),Sanjeev Sularia,4.0,0.0,41.0,1.0,10.25
200,3513,1,ANONYMOUS TITANS (SMDL 2.0),Kumar Adnani,2.0,0.0,14.0,1.0,7.0
200,3513,1,ANONYMOUS TITANS (SMDL 2.0),Abhimanyu Khanna,3.0,0.0,36.0,2.0,12.0
200,3513,1,ANONYMOUS TITANS (SMDL 2.0),Vicky Sujan,1.0,0.0,14.0,0.0,14.0
200,3513,2,GIANTS CRICKET CLUB (SMDL 2.0),Rabindra Jhunjhunwala,3.0,0.0,33.0,1.0,11.0
200,3513,2,GIANTS CRICKET CLUB (SMDL 2.0),Divya Mehta,2.5,0.0,45.0,0.0,15.88
200,3513,2,GIANTS CRICKET CLUB (SMDL 2.0),Sunil Punjabi,1.0,0.0,16.0,0.0,16.0
200,3513,2,GIANTS CRICKET CLUB (SMDL 2.0),Vibhu Manya,2.0,0.0,29.0,0.0,14.5
200,3513,2,GIANTS CRICKET CLUB (SMDL 2.0),Parag Raj,2.0,0.0,27.0,0.0,13.5
200,3513,2,GIANTS CRICKET CLUB (SMDL 2.0),Harsh Shah,2.0,0.0,23.0,0.0,11.5
200,3513,2,GIANTS CRICKET CLUB (SMDL 2.0),Siddharth Gopalkrishnan,1.0,0.0,16.0,0.0,16.0
200,3513,2,GIANTS CRICKET CLUB (SMDL 2.0),Vinit Sheth,1.0,0.0,17.0,0.0,17.0
200,3513,2,GIANTS CRICKET CLUB (SMDL 2.0),Malay Jiwani,1.0,0.0,9.0,1.0,9.0
200,3519,1,INDIANA PAINTS TEAM (SMDL 2.0),Karan Khushalani,4.0,0.0,42.0,0.0,10.5
200,3519,1,INDIANA PAINTS TEAM (SMDL 2.0),Amol Saraf,3.0,0.0,37.0,0.0,12.33
200,3519,1,INDIANA PAINTS TEAM (SMDL 2.0),Jigar Parikh,4.0,0.0,28.0,2.0,7.0
200,3519,1,INDIANA PAINTS TEAM (SMDL 2.0),Vikas Linga,3.0,0.0,28.0,1.0,9.33
200,3519,1,INDIANA PAINTS TEAM (SMDL 2.0),Gautam Parolia,3.0,0.0,27.0,1.0,9.0
200,3519,1,INDIANA PAINTS TEAM (SMDL 2.0),Jasneet Singh Bindra,3.0,0.0,35.0,0.0,11.67
200,3519,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Abhishek Singh,2.0,0.0,25.0,1.0,12.5
200,3519,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Siddharth Kadam,3.0,0.0,15.0,2.0,5.0
200,3519,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Deven Dhruva,3.0,0.0,28.0,1.0,9.33
200,3519,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Shakti Kapoor,2.0,0.0,23.0,0.0,11.5
200,3519,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Sahil Shah,3.0,0.0,14.0,2.0,4.67
200,3519,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Tripoorraj Dhavale,2.0,0.0,16.0,0.0,8.0
200,3519,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Aditya Jain,2.0,0.0,16.0,1.0,8.0
200,3519,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Jay Samant,2.0,0.0,14.0,1.0,7.0
200,3519,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Himanshu Ranka,0.1,0.0,0.0,1.0,0.0
200,3523,1,SAGE ROYALS (SMDL 2.0),Vinod Lund,2.0,0.0,21.0,0.0,10.5
200,3523,1,SAGE ROYALS (SMDL 2.0),Varun Saboo,3.0,0.0,29.0,1.0,9.67
200,3523,1,SAGE ROYALS (SMDL 2.0),Jimish Shah,3.0,0.0,27.0,1.0,9.0
200,3523,1,SAGE ROYALS (SMDL 2.0),Akshesh Trivedi,3.0,0.0,16.0,2.0,5.33
200,3523,1,SAGE ROYALS (SMDL 2.0),Jay Pandya,4.0,0.0,10.0,4.0,2.5
200,3523,1,SAGE ROYALS (SMDL 2.0),Karan Sharma,4.0,0.0,27.0,1.0,6.75
200,3523,1,SAGE ROYALS (SMDL 2.0),Dhawal Shah,1.0,0.0,8.0,0.0,8.0
200,3523,2,ANIMAL (SMDL 2.0),Manavendra Mishra,4.0,0.0,14.0,3.0,3.5
200,3523,2,ANIMAL (SMDL 2.0),Kaustubh Gupte,2.0,0.0,8.0,0.0,4.0
200,3523,2,ANIMAL (SMDL 2.0),Rahul Sharma,2.0,0.0,18.0,0.0,9.0
200,3523,2,ANIMAL (SMDL 2.0),Yogesh Wagh,1.0,0.0,12.0,0.0,12.0
200,3523,2,ANIMAL (SMDL 2.0),Chetan Kapoor,2.0,0.0,26.0,0.0,13.0
200,3523,2,ANIMAL (SMDL 2.0),Amit Manubarwala,2.0,0.0,17.0,0.0,8.5
200,3523,2,ANIMAL (SMDL 2.0),Nilay Shah,2.0,0.0,24.0,0.0,12.0
200,3523,2,ANIMAL (SMDL 2.0),Jayesh Chawla,3.0,0.0,12.0,3.0,4.0
200,3524,1,SPORTSTERS (SMDL 2.0),Hitesh Bhayani,4.0,0.0,26.0,1.0,6.5
200,3524,1,SPORTSTERS (SMDL 2.0),Jitendra Singh,4.0,0.0,27.0,1.0,6.75
200,3524,1,SPORTSTERS (SMDL 2.0),Abhishek Dutt,3.0,0.0,21.0,0.0,7.0
200,3524,1,SPORTSTERS (SMDL 2.0),Suchit Shah,2.0,0.0,14.0,0.0,7.0
200,3524,1,SPORTSTERS (SMDL 2.0),Umesh Mehra,3.0,0.0,20.0,1.0,6.67
200,3524,1,SPORTSTERS (SMDL 2.0),Jeetinder Diwan,1.0,0.0,14.0,0.0,14.0
200,3524,1,SPORTSTERS (SMDL 2.0),Shagun Shah,2.0,0.0,8.0,1.0,4.0
200,3524,1,SPORTSTERS (SMDL 2.0),Partho Bakshi,1.0,0.0,6.0,0.0,6.0
200,3524,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Tripoorraj Dhavale,3.0,0.0,49.0,0.0,16.33
200,3524,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Abhishek Singh,3.0,0.0,52.0,0.0,17.33
200,3524,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Deven Dhruva,1.2,0.0,24.0,0.0,18.0
200,3524,2,ALLIANZ CRICKET CLUB (SMDL 2.0),Siddharth Kadam,1.0,0.0,16.0,0.0,16.0
200,3527,1,ALLIANZ CRICKET CLUB (SMDL 2.0),Siddharth Kadam,3.0,0.0,14.0,2.0,4.67
200,3527,1,ALLIANZ CRICKET CLUB (SMDL 2.0),Deven Dhruva,4.0,0.0,28.0,0.0,7.0
200,3527,1,ALLIANZ CRICKET CLUB (SMDL 2.0),Miraj Vora,2.0,0.0,15.0,1.0,7.5
200,3527,1,ALLIANZ CRICKET CLUB (SMDL 2.0),Sahil Shah,4.0,0.0,22.0,1.0,5.5
200,3527,1,ALLIANZ CRICKET CLUB (SMDL 2.0),Jay Samant,3.0,0.0,20.0,2.0,6.67
200,3527,1,ALLIANZ CRICKET CLUB (SMDL 2.0),Himanshu Ranka,1.0,0.0,4.0,1.0,4.0
200,3527,1,ALLIANZ CRICKET CLUB (SMDL 2.0),Tripoorraj Dhavale,2.0,0.0,10.0,1.0,5.0
200,3527,1,ALLIANZ CRICKET CLUB (SMDL 2.0),Aditya Jain,1.0,0.0,11.0,0.0,11.0
200,3527,2,SAGE ROYALS (SMDL 2.0),Jimish Shah,3.0,0.0,26.0,0.0,8.67
200,3527,2,SAGE ROYALS (SMDL 2.0),Vinod Lund,4.0,0.0,20.0,2.0,5.0
200,3527,2,SAGE ROYALS (SMDL 2.0),Akshesh Trivedi,2.0,0.0,16.0,0.0,8.0
200,3527,2,SAGE ROYALS (SMDL 2.0),Varun Saboo,3.0,0.0,19.0,0.0,6.33
200,3527,2,SAGE ROYALS (SMDL 2.0),Karan Sharma,4.0,0.0,10.0,2.0,2.5
200,3527,2,SAGE ROYALS (SMDL 2.0),Piyushkumar Patel,2.5,0.0,29.0,2.0,10.24
200,3528,1,ANTIQUE FRIENDS (SMDL 2.0),Hitesh Khilnani,3.0,0.0,31.0,0.0,10.33
200,3528,1,ANTIQUE FRIENDS (SMDL 2.0),Nishant Patankar,3.0,0.0,26.0,0.0,8.67
200,3528,1,ANTIQUE FRIENDS (SMDL 2.0),Manindra Singh,4.0,0.0,33.0,1.0,8.25
200,3528,1,ANTIQUE FRIENDS (SMDL 2.0),Pramod Chandan,3.0,0.0,22.0,2.0,7.33
200,3528,1,ANTIQUE FRIENDS (SMDL 2.0),Mahesh Biyani,3.0,0.0,19.0,1.0,6.33
200,3528,1,ANTIQUE FRIENDS (SMDL 2.0),Sachin Jadhavar,4.0,0.0,25.0,1.0,6.25
200,3528,2,ANIMAL (SMDL 2.0),Kaustubh Gupte,3.0,0.0,28.0,1.0,9.33
200,3528,2,ANIMAL (SMDL 2.0),Rahul Sharma,2.0,0.0,14.0,1.0,7.0
200,3528,2,ANIMAL (SMDL 2.0),Rishi Mapara,4.0,0.0,25.0,1.0,6.25
200,3528,2,ANIMAL (SMDL 2.0),Jayesh Chawla,1.0,0.0,12.0,0.0,12.0
200,3528,2,ANIMAL (SMDL 2.0),Amit Manubarwala,2.0,0.0,10.0,2.0,5.0
200,3528,2,ANIMAL (SMDL 2.0),Sivanandan Konar,2.0,0.0,19.0,1.0,9.5
200,3528,2,ANIMAL (SMDL 2.0),Manavendra Mishra,4.0,0.0,25.0,0.0,6.25
200,3528,2,ANIMAL (SMDL 2.0),Anshul Lodha,1.0,0.0,11.0,0.0,11.0
200,3528,2,ANIMAL (SMDL 2.0),Nilay Shah,1.0,0.0,10.0,0.0,10.0
200,3533,1,INDIANA PAINTS TEAM (SMDL 2.0),Karan Khushalani,3.0,0.0,22.0,1.0,7.33
200,3533,1,INDIANA PAINTS TEAM (SMDL 2.0),Amol Saraf,4.0,1.0,14.0,1.0,3.5
200,3533,1,INDIANA PAINTS TEAM (SMDL 2.0),Shamin Karbhari,1.0,0.0,9.0,0.0,9.0
200,3533,1,INDIANA PAINTS TEAM (SMDL 2.0),Jigar Parikh,2.0,0.0,14.0,0.0,7.0
200,3533,1,INDIANA PAINTS TEAM (SMDL 2.0),Gautam Parolia,3.0,0.0,24.0,2.0,8.0
200,3533,1,INDIANA PAINTS TEAM (SMDL 2.0),Vikas Linga,3.0,0.0,25.0,1.0,8.33
200,3533,1,INDIANA PAINTS TEAM (SMDL 2.0),Arun Madhu,4.0,0.0,34.0,1.0,8.5
200,3533,2,GIANTS CRICKET CLUB (SMDL 2.0),Sunil Punjabi,3.0,0.0,19.0,0.0,6.33
200,3533,2,GIANTS CRICKET CLUB (SMDL 2.0),Malay Jiwani,2.1,0.0,28.0,1.0,12.92
200,3533,2,GIANTS CRICKET CLUB (SMDL 2.0),Parag Raj,4.0,0.0,18.0,2.0,4.5
200,3533,2,GIANTS CRICKET CLUB (SMDL 2.0),Divya Mehta,2.0,0.0,23.0,0.0,11.5
200,3533,2,GIANTS CRICKET CLUB (SMDL 2.0),Harsh Shah,2.0,0.0,24.0,0.0,12.0
200,3533,2,GIANTS CRICKET CLUB (SMDL 2.0),Vinit Sheth,2.0,0.0,23.0,0.0,11.5
200,3533,2,GIANTS CRICKET CLUB (SMDL 2.0),Girish Singhania,1.0,0.0,14.0,0.0,14.0
200,3544,1,ALLIANZ CRICKET CLUB (SMDL 2.0),Siddharth Kadam,2.0,0.0,19.0,0.0,9.5
200,3544,1,ALLIANZ CRICKET CLUB (SMDL 2.0),Miraj Vora,2.0,0.0,24.0,0.0,12.0
200,3544,1,ALLIANZ CRICKET CLUB (SMDL 2.0),Deven Dhruva,4.0,0.0,32.0,1.0,8.0
200,3544,1,ALLIANZ CRICKET CLUB (SMDL 2.0),Abhishek Singh,3.0,0.0,30.0,0.0,10.0
200,3544,1,ALLIANZ CRICKET CLUB (SMDL 2.0),Sahil Shah,4.0,0.0,35.0,2.0,8.75
200,3544,1,ALLIANZ CRICKET CLUB (SMDL 2.0),Aditya Jain,2.0,0.0,20.0,0.0,10.0
200,3544,1,ALLIANZ CRICKET CLUB (SMDL 2.0),Jay Samant,3.0,0.0,24.0,2.0,8.0
200,3544,2,ANIMAL (SMDL 2.0),Kaustubh Gupte,3.0,0.0,29.0,2.0,9.67
200,3544,2,ANIMAL (SMDL 2.0),Rahul Sharma,3.0,0.0,16.0,1.0,5.33
200,3544,2,ANIMAL (SMDL 2.0),Rishi Mapara,4.0,0.0,38.0,1.0,9.5
200,3544,2,ANIMAL (SMDL 2.0),Nilay Shah,1.0,0.0,12.0,0.0,12.0
200,3544,2,ANIMAL (SMDL 2.0),Manavendra Mishra,4.0,0.0,36.0,0.0,9.0
200,3544,2,ANIMAL (SMDL 2.0),Sivanandan Konar,3.0,0.0,22.0,1.0,7.33
200,3544,2,ANIMAL (SMDL 2.0),Yogesh Wagh,2.0,0.0,13.0,3.0,6.5
200,3545,1,INDIANA PAINTS TEAM (SMDL 2.0),Shamit Desai,2.0,0.0,19.0,0.0,9.5
200,3545,1,INDIANA PAINTS TEAM (SMDL 2.0),Amol Saraf,4.0,0.0,18.0,2.0,4.5
200,3545,1,INDIANA PAINTS TEAM (SMDL 2.0),Jigar Parikh,3.0,0.0,24.0,1.0,8.0
